reference_vaddr	symbol_addr	symbol_type	caller_function	data
0x404888	0x5756b4	string	0x404830	IsBadStringPtrA for CF_TEXT
0x4048c7	0x5750bc	import	0x404830	KERNEL32.dll.IsBadStringPtrW
0x4048d3	0x575690	string	0x404830	IsBadStringPtrW for CF_UNICODETEXT
0x404a25	0x5750d4	import	0x4049d0	KERNEL32.dll.ReadFile
0x404a67	0x5756e0	string	0x4049d0	Force clear clipboard
0x404a8c	0x5756d0	string	0x4049d0	break Start()
0x404abe	0x5750c4	import	0x4049d0	KERNEL32.dll.lstrlenA
0x404ad9	0x5750c8	import	0x4049d0	KERNEL32.dll.OpenFileMappingA
0x404af8	0x5750cc	import	0x4049d0	KERNEL32.dll.MapViewOfFile
0x404b05	0x575300	import	0x4049d0	KERNEL32.dll.CloseHandle
0x404cad	0x5750c0	import	0x4049d0	KERNEL32.dll.UnmapViewOfFile
0x404cba	0x575300	import	0x4049d0	KERNEL32.dll.CloseHandle
0x404cdb	0x5750d0	import	0x4049d0	KERNEL32.dll.WriteFile
0x404d28	0x5750d0	import	0x4049d0	KERNEL32.dll.WriteFile
0x404ef0	0x5750e0	import	0x404ef0	KERNEL32.dll.GetLastError
0x404f10	0x5750e0	import	0x404f10	KERNEL32.dll.GetLastError
0x404fc1	0x575014	import	0x404f50	ADVAPI32.dll.InitializeAcl
0x40502e	0x575010	import	0x404f50	ADVAPI32.dll.AddAce
0x40507b	0x575018	import	0x405050	ADVAPI32.dll.SetNamedSecurityInfoW
0x405084	0x57510c	import	0x405050	KERNEL32.dll.SetLastError
0x40533b	0x575020	import	0x405330	ADVAPI32.dll.IsValidSid
0x405350	0x57501c	import	0x405330	ADVAPI32.dll.GetLengthSid
0x40536f	0x575024	import	0x405330	ADVAPI32.dll.CopySid
0x405883	0x575030	import	0x4057b0	ADVAPI32.dll.GetSidLengthRequired
0x405897	0x57502c	import	0x4057b0	ADVAPI32.dll.InitializeSid
0x4058bd	0x575028	import	0x4057b0	ADVAPI32.dll.GetSidSubAuthority
0x405a57	0x575020	import	0x405a10	ADVAPI32.dll.IsValidSid
0x405a6c	0x57501c	import	0x405a10	ADVAPI32.dll.GetLengthSid
0x405a8b	0x575024	import	0x405a10	ADVAPI32.dll.CopySid
0x405ea4	0x5c3b08	string	0x405e90	invalid string position
0x405ec5	0x5c3af8	string	0x405e90	string too long
0x405ee3	0x5c3af8	string	0x405e90	string too long
0x406007	0x5c3af8	string	0x405fa0	string too long
0x406024	0x5c3af8	string	0x405fa0	string too long
0x406220	0x575020	import	0x406160	ADVAPI32.dll.IsValidSid
0x40623a	0x57501c	import	0x406160	ADVAPI32.dll.GetLengthSid
0x406246	0x575024	import	0x406160	ADVAPI32.dll.CopySid
0x406515	0x406537	string	0x406460	9^tu\nh
0x406523	0x406537	string	0x406460	9^tu\nh
0x40657f	0x4065a1	string	0x406460	9^xu
0x40658d	0x4065a1	string	0x406460	9^xu
0x406755	0x57501c	import	0x406660	ADVAPI32.dll.GetLengthSid
0x4068ee	0x5c3af8	string	0x406890	string too long
0x406cfd	0x575020	import	0x406cc0	ADVAPI32.dll.IsValidSid
0x406ef5	0x575048	import	0x406e70	ADVAPI32.dll.GetAclInformation
0x406f46	0x575034	import	0x406e70	ADVAPI32.dll.GetAce
0x4072d8	0x57504c	import	0x4072b0	ADVAPI32.dll.GetNamedSecurityInfoW
0x4072e3	0x57510c	import	0x4072b0	KERNEL32.dll.SetLastError
0x40730d	0x5750e8	import	0x4072b0	KERNEL32.dll.LocalFree
0x40772a	0x575118	import	0x4076b0	KERNEL32.dll.GetLocalTime
0x40774b	0x575820	string	0x4076b0	%04d-%02d-%02d
0x407751	0x57531c	import	0x4076b0	USER32.dll.wsprintfW
0x407818	0x575114	import	0x4076b0	KERNEL32.dll.CreateDirectoryW
0x40787a	0x575110	import	0x4076b0	KERNEL32.dll.GetCurrentProcessId
0x40788a	0x57531c	import	0x4076b0	USER32.dll.wsprintfW
0x407a60	0x575118	import	0x4079b0	KERNEL32.dll.GetLocalTime
0x407cd2	0x575310	import	0x4079b0	SHELL32.dll.SHGetFolderPathW
0x407cf1	0x407e2e	string	0x4079b0	PSSj(S
0x407d4b	0x575940	string	0x4079b0	CurtainLog
0x40808d	0x575114	import	0x4079b0	KERNEL32.dll.CreateDirectoryW
0x408199	0x5758f8	string	0x4079b0	Application_Croup_12345678
0x4081c8	0x5758f8	string	0x4079b0	Application_Croup_12345678
0x4081eb	0x575114	import	0x4079b0	KERNEL32.dll.CreateDirectoryW
0x4082d4	0x575120	import	0x4079b0	KERNEL32.dll.CreateFileW
0x4083c4	0x575120	import	0x4079b0	KERNEL32.dll.CreateFileW
0x4084df	0x57511c	import	0x4079b0	KERNEL32.dll.SetFilePointer
0x40851c	0x5758f0	string	0x4079b0	win32
0x40855c	0x575840	string	0x4079b0	<style>\r\nbody {font: normal normal normal 10pt courier;}\r\n</style>\r\n<hr>\r\n<b>Curtain e-locker %d.%d.%d.%d Start log at %04d-%02d-%02d %02d:%02d:%02d.%03d</b> (%ws) %s <br>\r\n
0x408562	0x575328	import	0x4079b0	USER32.dll.wsprintfA
0x408572	0x5750c4	import	0x4079b0	KERNEL32.dll.lstrlenA
0x408592	0x5750d0	import	0x4079b0	KERNEL32.dll.WriteFile
0x408727	0x5755a8	string	0x4086c0	map/set<T> too long
0x408796	0x4087b4	string	0x4086c0	;B\bu:
0x40896b	0x575300	import	0x408960	KERNEL32.dll.CloseHandle
0x4089c4	0x57558c	string	0x408990	invalid map/set<T> iterator
0x4091a9	0x409198	string	0x409110	;H\bu
0x409227	0x5759d4	string	0x4091d0	null string
0x409263	0x575118	import	0x4091d0	KERNEL32.dll.GetLocalTime
0x40926e	0x5759cc	string	0x4091d0	<br>\r\n
0x409298	0x5752e4	import	0x4091d0	KERNEL32.dll.EnterCriticalSection
0x4092d3	0x5752e0	import	0x4091d0	KERNEL32.dll.LeaveCriticalSection
0x409368	0x575998	string	0x4091d0	<font color="red"><b>%02d:%02d:%02d</b></font>%s
0x40936e	0x575328	import	0x4091d0	USER32.dll.wsprintfA
0x40939c	0x575980	string	0x4091d0	<b>%02d:%02d:%02d</b>%s
0x4093a2	0x575328	import	0x4091d0	USER32.dll.wsprintfA
0x4093db	0x575978	string	0x4091d0	&nbsp;
0x40944b	0x575124	import	0x4091d0	KERNEL32.dll.GetCurrentThreadId
0x409467	0x575960	string	0x4091d0	%s%03d %04d\t%s%s%s%s
0x40946d	0x575328	import	0x4091d0	USER32.dll.wsprintfA
0x40949b	0x575958	string	0x4091d0	%s%s
0x4094a1	0x575328	import	0x4091d0	USER32.dll.wsprintfA
0x4094aa	0x5750c4	import	0x4091d0	KERNEL32.dll.lstrlenA
0x4094c0	0x5752e4	import	0x4091d0	KERNEL32.dll.EnterCriticalSection
0x4094c8	0x5750d0	import	0x4091d0	KERNEL32.dll.WriteFile
0x409556	0x5752e0	import	0x4091d0	KERNEL32.dll.LeaveCriticalSection
0x4096fa	0x410d40	string	0x409660	WVS3
0x409708	0x410d40	string	0x409660	WVS3
0x40973a	0x5759fc	string	0x409660	%s<b>%u</b> %s %s%s
0x409746	0x575328	import	0x409660	USER32.dll.wsprintfA
0x4097a0	0x5759ec	string	0x409660	%s%u %s %s%s
0x4097d6	0x5759e0	string	0x409660	%s%s %s%s
0x4097dc	0x575328	import	0x409660	USER32.dll.wsprintfA
0x4098a5	0x575a10	string	0x409890	0x%x
0x4099fc	0x410d40	string	0x409910	WVS3
0x409a08	0x410d40	string	0x409910	WVS3
0x409afa	0x575a28	string	0x409910	</b>
0x409ba5	0x409b98	string	0x409910	;p\bu\n
0x409bb9	0x575a18	string	0x409910	dwCount>5000
0x409d4e	0x575300	import	0x409d00	KERNEL32.dll.CloseHandle
0x409d5b	0x575108	import	0x409d00	KERNEL32.dll.DeleteCriticalSection
0x409ef7	0x57512c	import	0x409e00	KERNEL32.dll.QueryPerformanceFrequency
0x409f44	0x575128	import	0x409e00	KERNEL32.dll.lstrcpyA
0x409f4d	0x575a9c	string	0x409e00	FATAL
0x409f5b	0x575a94	string	0x409e00	ERROR
0x409f69	0x575a8c	string	0x409e00	DEBUG
0x409f77	0x575a84	string	0x409e00	INFO
0x409f85	0x575a7c	string	0x409e00	FLOW
0x409faf	0x575a28	string	0x409e00	</b>
0x409fcb	0x575a28	string	0x409e00	</b>
0x40a049	0x575a68	string	0x409e00	<font color=blue>
0x40a057	0x575a60	string	0x409e00	</font>
0x40a065	0x575a4c	string	0x409e00	<font color=green>
0x40a073	0x575a60	string	0x409e00	</font>
0x40a0a1	0x5750fc	import	0x409e00	KERNEL32.dll.InitializeCriticalSection
0x40a14c	0x575be0	string	0x40a140	CSecurityUtil::GetSDByKernelObject
0x40a168	0x5752e8	import	0x40a140	KERNEL32.dll.QueryPerformanceCounter
0x40a190	0x575008	import	0x40a140	ADVAPI32.dll.GetKernelObjectSecurity
0x40a19e	0x575b90	string	0x40a140	GetKernelObjectSecurity for MyHeapAlloc return true, it's error. fRes is true.
0x40a1b1	0x5750e0	import	0x40a140	KERNEL32.dll.GetLastError
0x40a1ca	0x5750e0	import	0x40a140	KERNEL32.dll.GetLastError
0x40a1d9	0x575b90	string	0x40a140	GetKernelObjectSecurity for MyHeapAlloc return true, it's error. fRes is true.
0x40a1e9	0x575b38	string	0x40a140	GetKernelObjectSecurity for MyHeapAlloc return true, it's error. dwSizeNeed is zero.
0x40a20b	0x40a2a1	string	0x40a140	_3\rM
0x40a213	0x575134	import	0x40a140	KERNEL32.dll.GetProcessHeap
0x40a21a	0x5750f8	import	0x40a140	KERNEL32.dll.HeapAlloc
0x40a228	0x575b1c	string	0x40a140	MyHeapAlloc return null.
0x40a23b	0x5750e0	import	0x40a140	KERNEL32.dll.GetLastError
0x40a24e	0x40a2a1	string	0x40a140	_3\rM
0x40a25e	0x575008	import	0x40a140	ADVAPI32.dll.GetKernelObjectSecurity
0x40a26c	0x575af4	string	0x40a140	GetKernelObjectSecurity return false.
0x40a27f	0x5750e0	import	0x40a140	KERNEL32.dll.GetLastError
0x40a294	0x575134	import	0x40a140	KERNEL32.dll.GetProcessHeap
0x40a29b	0x5752dc	import	0x40a140	KERNEL32.dll.HeapFree
0x40a2ae	0x5752e8	import	0x40a140	KERNEL32.dll.QueryPerformanceCounter
0x40a2c7	0x575be0	string	0x40a140	CSecurityUtil::GetSDByKernelObject
0x40a30c	0x575c30	string	0x40a300	CSecurityUtil::GetSDByObjectName
0x40a328	0x5752e8	import	0x40a300	KERNEL32.dll.QueryPerformanceCounter
0x40a33d	0x575c24	string	0x40a300	Empty name
0x40a3ad	0x57504c	import	0x40a300	ADVAPI32.dll.GetNamedSecurityInfoW
0x40a3cf	0x575c04	string	0x40a300	GetNamedSecurityInfoW failed.
0x40a3e2	0x5750e0	import	0x40a300	KERNEL32.dll.GetLastError
0x40a403	0x5750e8	import	0x40a300	KERNEL32.dll.LocalFree
0x40a429	0x5752e8	import	0x40a300	KERNEL32.dll.QueryPerformanceCounter
0x40a43d	0x575c30	string	0x40a300	CSecurityUtil::GetSDByObjectName
0x40a484	0x575134	import	0x40a460	KERNEL32.dll.GetProcessHeap
0x40a493	0x575ab8	string	0x40a460	GetProcessHeap() fails
0x40a4a6	0x5750e0	import	0x40a460	KERNEL32.dll.GetLastError
0x40a4cd	0x57500c	import	0x40a460	ADVAPI32.dll.GetTokenInformation
0x40a4dd	0x5750e0	import	0x40a460	KERNEL32.dll.GetLastError
0x40a4ec	0x575c98	string	0x40a460	GetTokenInformation() not for insufficient buffer reason
0x40a521	0x5750f8	import	0x40a460	KERNEL32.dll.HeapAlloc
0x40a52f	0x575aa4	string	0x40a460	HeapAlloc() fails
0x40a542	0x5750e0	import	0x40a460	KERNEL32.dll.GetLastError
0x40a56a	0x57500c	import	0x40a460	ADVAPI32.dll.GetTokenInformation
0x40a578	0x575c7c	string	0x40a460	GetTokenInformation() fails
0x40a58b	0x5750e0	import	0x40a460	KERNEL32.dll.GetLastError
0x40a5a9	0x5752dc	import	0x40a460	KERNEL32.dll.HeapFree
0x40a5da	0x57501c	import	0x40a460	ADVAPI32.dll.GetLengthSid
0x40a5e9	0x575c64	string	0x40a460	GetLengthSid() fails
0x40a603	0x5750f8	import	0x40a460	KERNEL32.dll.HeapAlloc
0x40a614	0x575aa4	string	0x40a460	HeapAlloc() fails
0x40a627	0x5750e0	import	0x40a460	KERNEL32.dll.GetLastError
0x40a64b	0x575024	import	0x40a460	ADVAPI32.dll.CopySid
0x40a65d	0x575ad0	string	0x40a460	CopySid() fails
0x40a670	0x5750e0	import	0x40a460	KERNEL32.dll.GetLastError
0x40a68e	0x5752dc	import	0x40a460	KERNEL32.dll.HeapFree
0x40a69b	0x575c54	string	0x40a460	Parameter NULL
0x40a6c9	0x575138	import	0x40a6c0	KERNEL32.dll.LocalAlloc
0x40a6d7	0x575000	import	0x40a6c0	ADVAPI32.dll.InitializeSecurityDescriptor
0x40a6e5	0x575d00	string	0x40a6c0	InitializeSecurityDescriptor @ GetFreeAccessSD
0x40a6f8	0x5750e0	import	0x40a6c0	KERNEL32.dll.GetLastError
0x40a71a	0x575044	import	0x40a6c0	ADVAPI32.dll.SetSecurityDescriptorDacl
0x40a728	0x575cd4	string	0x40a6c0	SetSecurityDescriptorDacl @ GetFreeAccessSD
0x40a753	0x575130	import	0x40a740	KERNEL32.dll.GetCurrentProcess
0x40a75a	0x575050	import	0x40a740	ADVAPI32.dll.OpenProcessToken
0x40a768	0x575d88	string	0x40a740	OpenProcessToken @ IsProcessLowIntegrity failed
0x40a782	0x57500c	import	0x40a740	ADVAPI32.dll.GetTokenInformation
0x40a7ac	0x575d7c	string	0x40a740	NULL malloc
0x40a7d4	0x575d68	string	0x40a740	GetTokenInformation
0x40a7ef	0x575d5c	string	0x40a740	NULL pSID
0x40a80f	0x575d44	string	0x40a740	dwRid= @ IsLowIntegrity
0x40a84d	0x575300	import	0x40a740	KERNEL32.dll.CloseHandle
0x40a870	0x5c3b08	string	0x40a860	invalid string position
0x40a8c5	0x40a8dc	string	0x40a860	_^[]
0x40a9f8	0x575134	import	0x40a9b0	KERNEL32.dll.GetProcessHeap
0x40aa00	0x40aa0e	string	0x40a9b0	jDj\bPǅp blocks=Basic Latin,Latin Extended-B
0x40aa04	0x575ab8	string	0x40a9b0	GetProcessHeap() fails
0x40aa1d	0x5750f8	import	0x40a9b0	KERNEL32.dll.HeapAlloc
0x40aa31	0x575aa4	string	0x40a9b0	HeapAlloc() fails
0x40aa58	0x575f40	string	0x40a9b0	System_Group_12345678
0x40aa9b	0x57503c	import	0x40a9b0	ADVAPI32.dll.CreateWellKnownSid
0x40aaad	0x575f14	string	0x40a9b0	CreateWellKnownSid WinLocalSystemSid Error
0x40aacc	0x575ee4	string	0x40a9b0	Everyone_Group_12345678
0x40aaed	0x57503c	import	0x40a9b0	ADVAPI32.dll.CreateWellKnownSid
0x40aaff	0x575ebc	string	0x40a9b0	CreateWellKnownSid WinWorldSid Error
0x40ab0e	0x575e80	string	0x40a9b0	Administrators_Group_12345678
0x40ab2f	0x57503c	import	0x40a9b0	ADVAPI32.dll.CreateWellKnownSid
0x40ab41	0x575e48	string	0x40a9b0	CreateWellKnownSid WinBuiltinAdministratorsSid Error
0x40ab50	0x575e1c	string	0x40a9b0	Users_Group_12345678
0x40ab71	0x57503c	import	0x40a9b0	ADVAPI32.dll.CreateWellKnownSid
0x40ab7f	0x575df0	string	0x40a9b0	CreateWellKnownSid WinBuiltinUsersSid Error
0x40ab8b	0x5758f8	string	0x40a9b0	Application_Croup_12345678
0x40abd1	0x575038	import	0x40a9b0	ADVAPI32.dll.LookupAccountNameW
0x40abdf	0x575dd4	string	0x40a9b0	LookupAccountName() fails
0x40abe9	0x575020	import	0x40a9b0	ADVAPI32.dll.IsValidSid
0x40abf7	0x575db8	string	0x40a9b0	Retrieved pSID is invalid
0x40ac0a	0x5750e0	import	0x40a9b0	KERNEL32.dll.GetLastError
0x40acf0	0x5763d8	string	0x40ac30	GetSIDByName return false by setup 1
0x40ad0d	0x5763bc	string	0x40ac30	pOldSD==NULL by setup 2
0x40ad27	0x575000	import	0x40ac30	ADVAPI32.dll.InitializeSecurityDescriptor
0x40ad35	0x576368	string	0x40ac30	InitializeSecurityDescriptor return false by setup 3 @ CSecurityUtil::SetACLToSD
0x40ad48	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40ad6d	0x575004	import	0x40ac30	ADVAPI32.dll.GetSecurityDescriptorDacl
0x40ad7b	0x576318	string	0x40ac30	GetSecurityDescriptorDacl return false by setup 4 @ CSecurityUtil::SetACLToSD
0x40ad8e	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40adb7	0x57506c	import	0x40ac30	ADVAPI32.dll.IsValidAcl
0x40adc5	0x5762e0	string	0x40ac30	pObjectACL is not valid @ CSecurityUtil::SetACLToSD
0x40add8	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40ae0a	0x575048	import	0x40ac30	ADVAPI32.dll.GetAclInformation
0x40ae18	0x576298	string	0x40ac30	GetAclInformation return false by setup 5 @ CSecurityUtil::SetACLToSD
0x40ae2b	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40ae54	0x57501c	import	0x40ac30	ADVAPI32.dll.GetLengthSid
0x40ae64	0x575134	import	0x40ac30	KERNEL32.dll.GetProcessHeap
0x40ae6b	0x5750f8	import	0x40ac30	KERNEL32.dll.HeapAlloc
0x40ae79	0x576254	string	0x40ac30	MyHeapAlloc return null by setup 7 @ CSecurityUtil::SetACLToSD
0x40ae8c	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40aea8	0x575014	import	0x40ac30	ADVAPI32.dll.InitializeAcl
0x40aeb8	0x576210	string	0x40ac30	InitializeAcl return false by setup 8 @ CSecurityUtil::SetACLToSD
0x40aecb	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40af0c	0x575034	import	0x40ac30	ADVAPI32.dll.GetAce
0x40af31	0x57508c	import	0x40ac30	ADVAPI32.dll.EqualSid
0x40af54	0x575090	import	0x40ac30	ADVAPI32.dll.AddAccessAllowedAceEx
0x40af61	0x5761c0	string	0x40ac30	AddAccessAllowedAceEx return false by setup 12 @ CSecurityUtil::SetACLToSD
0x40af73	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40af9c	0x575010	import	0x40ac30	ADVAPI32.dll.AddAce
0x40afd1	0x575090	import	0x40ac30	ADVAPI32.dll.AddAccessAllowedAceEx
0x40afe3	0x576170	string	0x40ac30	AddAccessAllowedAceEx return false by step 14 @ CSecurityUtil::SetACLToSD
0x40aff6	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40b010	0x576134	string	0x40ac30	GetAce return false by setup 10 @ CSecurityUtil::SetACLToSD
0x40b023	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40b03d	0x5760f8	string	0x40ac30	AddAce return false by step 13 @ CSecurityUtil::SetACLToSD
0x40b050	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40b089	0x575034	import	0x40ac30	ADVAPI32.dll.GetAce
0x40b0a6	0x575010	import	0x40ac30	ADVAPI32.dll.AddAce
0x40b0c1	0x575044	import	0x40ac30	ADVAPI32.dll.SetSecurityDescriptorDacl
0x40b0d5	0x5760a0	string	0x40ac30	SetSecurityDescriptorDacl return false by setup 18 @ CSecurityUtil::SetACLToObjectName
0x40b0e8	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
0x40b102	0x576064	string	0x40ac30	GetAce return false by setup 16 @ CSecurityUtil::SetACLToSD
0x40b115	0x5750e0	import	0x40ac30	KERNEL32.dll.GetLastError
