reference_vaddr	symbol_addr	symbol_type	caller_function	data
0x1000356e	0x100f3278	import	0x100032a0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100035f8	0x100f3bc0	string	0x100032a0	Log_P2pServer
0x100035fd	0x100f3240	import	0x100032a0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x1000369b	0x100f3bdc	string	0x100032a0	DELETE FROM p4p WHERE id = %d
0x100036d2	0x100f3bfc	string	0x100032a0	SELECT id, length, path, md5, time FROM xl
0x10003830	0x100f3c28	string	0x100032a0	Log_P2pServer
0x10003844	0x100f3278	import	0x100032a0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100038be	0x100f3c58	string	0x100032a0	Log_P2pServer
0x100038c3	0x100f3240	import	0x100032a0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10003911	0x100f3c74	string	0x100032a0	Log_P2pServer
0x10003925	0x100f3278	import	0x100032a0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100039af	0x100f3ca4	string	0x100032a0	Log_P2pServer
0x100039b4	0x100f3240	import	0x100032a0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10003a52	0x100f3cc0	string	0x100032a0	DELETE FROM xl WHERE id = %d
0x10003c43	0x100f46fc	string	0x10003bb0	SELECT md5 FROM p4p
0x10003cc8	0x100f4770	string	0x10003bb0	SELECT md5 FROM xl
0x10003d9e	0x100f4788	string	0x10003bb0	tb.sogou.com
0x10003da3	0x100f32cc	import	0x10003bb0	WS2_32.dll.getaddrinfo
0x10003dd6	0x100f4798	string	0x10003bb0	Log_P2pServer
0x10003dea	0x100f3278	import	0x10003bb0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10003e27	0x100f47d0	string	0x10003bb0	Log_P2pServer
0x10003e2c	0x100f3240	import	0x10003bb0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10003e81	0x100f32e4	import	0x10003bb0	WS2_32.dll.socket
0x10003ed8	0x100f3300	import	0x10003bb0	WS2_32.dll.bind
0x10003f1a	0x100f32f0	import	0x10003bb0	WS2_32.dll.htons
0x10003f2e	0x100f47ec	string	0x10003bb0	KeepAlive\r\n
0x10003f4a	0x100f47f8	string	0x10003bb0	type:add\r\n
0x10003f5c	0x100f4804	string	0x10003bb0	type:remove\r\n
0x10003f6c	0x100f4814	string	0x10003bb0	uid:
0x10003f8d	0x100f481c	string	0x10003bb0	Unknown
0x1000408a	0x100f4828	string	0x10003bb0	hash:
0x10004177	0x100f4834	string	0x10003bb0	Log_P2pServer
0x1000418b	0x100f3278	import	0x10003bb0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100041cf	0x100f4870	string	0x10003bb0	Log_P2pServer
0x100041d4	0x100f3240	import	0x10003bb0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x1000427b	0x100f488c	string	0x10003bb0	md5:
0x100042cb	0x100f4898	string	0x10003bb0	Log_P2pServer
0x100042de	0x100f3278	import	0x10003bb0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x1000431e	0x100f48b4	string	0x10003bb0	Send Shared Files:\r\n%s\n
0x10004327	0x100f48cc	string	0x10003bb0	Log_P2pServer
0x1000432c	0x100f3240	import	0x10003bb0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10004370	0x100f32e8	import	0x10003bb0	WS2_32.dll.sendto
0x1000439a	0x100f32fc	import	0x10003bb0	WS2_32.dll.closesocket
0x10004537	0x100f3ce0	string	0x100044e0	Log_P2pServer
0x1000454a	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10004587	0x100f3d0c	string	0x100044e0	Log_P2pServer
0x1000458c	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x100045a0	0x100f3d28	string	0x100044e0	SOFTWARE\Thunder Network\ThunderOem\thunder_backwnd
0x100045cf	0x100f3010	import	0x100044e0	ADVAPI32.dll.RegOpenKeyExA
0x100045f7	0x100f3d5c	string	0x100044e0	Log_P2pServer
0x1000460b	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10004651	0x100f3d8c	string	0x100044e0	Log_P2pServer
0x10004656	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10004686	0x100f3000	import	0x100044e0	ADVAPI32.dll.RegCloseKey
0x100046ed	0x100f3da8	string	0x100044e0	instdir
0x100046f6	0x100f3004	import	0x100044e0	ADVAPI32.dll.RegQueryValueExA
0x10004727	0x100f3db0	string	0x100044e0	Log_P2pServer
0x1000473b	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x1000476f	0x100f3dcc	string	0x100044e0	ȡinstdir blocks=Latin Extended-B,Basic Latin
0x1000477d	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x100047fc	0x100f3dfc	string	0x100044e0	Version
0x10004805	0x100f3004	import	0x100044e0	ADVAPI32.dll.RegQueryValueExA
0x10004836	0x100f3e04	string	0x100044e0	Log_P2pServer
0x10004849	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x1000487d	0x100f3e20	string	0x100044e0	ȡversion blocks=Latin Extended-B,Basic Latin
0x1000488b	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x100049a7	0x100f31f8	import	0x100044e0	SHELL32.dll.SHGetFolderPathA
0x100049b4	0x100f3e54	string	0x100044e0	\Thunder Network\Thunder\Profiles\taskdb.dat
0x10004a09	0x100f3e84	string	0x100044e0	\Profiles\taskdb.dat
0x10004a2c	0x100f3e9c	string	0x100044e0	Log_P2pServer
0x10004a40	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10004a80	0x100f3eb8	string	0x100044e0	thunder file db: %s\n
0x10004a89	0x100f3ed0	string	0x100044e0	Log_P2pServer
0x10004a8e	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10004add	0x100f3eec	string	0x100044e0	Log_P2pServer
0x10004af0	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10004b24	0x100f3120	import	0x100044e0	KERNEL32.dll.GetLastError
0x10004b4e	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10004c03	0x100f3f3c	string	0x100044e0	TaskBase
0x10004c31	0x100f3f48	string	0x100044e0	Log_P2pServer
0x10004c45	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10004c87	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10004d43	0x100f3f94	string	0x100044e0	SavePath
0x10004d48	0x100f3fa0	string	0x100044e0	TaskBase
0x10004d68	0x100f3fb0	string	0x100044e0	TaskBase
0x10004d7f	0x100f3fbc	string	0x100044e0	ResourceSize
0x10004d84	0x100f3fcc	string	0x100044e0	TaskBase
0x10004d9b	0x100f3fd8	string	0x100044e0	Name
0x10004da0	0x100f3fe0	string	0x100044e0	TaskBase
0x10004db7	0x100f3fec	string	0x100044e0	Type
0x10004dbc	0x100f3ff4	string	0x100044e0	TaskBase
0x10004dd3	0x100f4000	string	0x100044e0	CompletionTime
0x10004dd8	0x100f4010	string	0x100044e0	TaskBase
0x10004e06	0x100f401c	string	0x100044e0	Log_P2pServer
0x10004e1a	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10004e57	0x100f4050	string	0x100044e0	Log_P2pServer
0x10004e5c	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10004f18	0x100f4088	string	0x100044e0	SELECT SavePath, Url, ResourceSize, Name FROM TaskBase WHERE Type = 1 AND CompletionTime > 0
0x10004f33	0x100f40e8	string	0x100044e0	5.9.
0x10004f4f	0x100f40f0	string	0x100044e0	\UserData\Profiles\Program\ThunderStorage.dat
0x10004f72	0x100f406c	string	0x100044e0	Log_P2pServer
0x10004f85	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10004fc5	0x100f4120	string	0x100044e0	thunder file db: %s\n
0x10004fce	0x100f4138	string	0x100044e0	Log_P2pServer
0x10004fd3	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005022	0x100f4154	string	0x100044e0	Log_P2pServer
0x10005036	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x1000506a	0x100f3120	import	0x100044e0	KERNEL32.dll.GetLastError
0x10005094	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005149	0x100f41a4	string	0x100044e0	BaseTaskInfo
0x10005177	0x100f41b4	string	0x100044e0	Log_P2pServer
0x1000518b	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100051cd	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005289	0x100f4204	string	0x100044e0	TaskPath
0x1000528e	0x100f4210	string	0x100044e0	BaseTaskInfo
0x100052ae	0x100f4224	string	0x100044e0	BaseTaskInfo
0x100052c5	0x100f4234	string	0x100044e0	FileSize
0x100052ca	0x100f4240	string	0x100044e0	BaseTaskInfo
0x100052e1	0x100f4250	string	0x100044e0	FileName
0x100052e6	0x100f425c	string	0x100044e0	BaseTaskInfo
0x100052fd	0x100f426c	string	0x100044e0	TypeValue
0x10005302	0x100f4278	string	0x100044e0	BaseTaskInfo
0x10005319	0x100f4288	string	0x100044e0	FinishedTime
0x1000531e	0x100f4298	string	0x100044e0	BaseTaskInfo
0x1000534c	0x100f42a8	string	0x100044e0	Log_P2pServer
0x10005360	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x1000539d	0x100f42e0	string	0x100044e0	Log_P2pServer
0x100053a2	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x1000545e	0x100f4318	string	0x100044e0	SELECT TaskPath, URL, FileSize, FileName FROM BaseTaskInfo WHERE TypeValue = 0 AND FinishedTime > 0
0x1000548a	0x100f42fc	string	0x100044e0	Log_P2pServer
0x1000549e	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100054e7	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005707	0x100f43b0	string	0x100044e0	Log_P2pServer
0x1000571b	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x1000574f	0x100f43cc	string	0x100044e0	--------------------\n
0x10005758	0x100f43e4	string	0x100044e0	Log_P2pServer
0x1000575d	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005784	0x100f4400	string	0x100044e0	Log_P2pServer
0x10005798	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100057e3	0x100f4434	string	0x100044e0	Log_P2pServer
0x100057e8	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005813	0x100f4450	string	0x100044e0	Log_P2pServer
0x10005827	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10005873	0x100f4480	string	0x100044e0	Log_P2pServer
0x10005878	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x100058a3	0x100f449c	string	0x100044e0	Log_P2pServer
0x100058b7	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10005936	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x1000596b	0x100f3200	import	0x100044e0	SHLWAPI.dll.PathFileExistsW
0x10005993	0x100f44e8	string	0x100044e0	Log_P2pServer
0x100059a7	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100059e4	0x100f4514	string	0x100044e0	Log_P2pServer
0x100059e9	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005a42	0x100f4530	string	0x100044e0	Log_P2pServer
0x10005a56	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10005a93	0x100f4558	string	0x100044e0	Log_P2pServer
0x10005a98	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005ae5	0x100f4574	string	0x100044e0	Log_P2pServer
0x10005af8	0x100f3278	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10005b35	0x100f459c	string	0x100044e0	Log_P2pServer
0x10005b3a	0x100f3240	import	0x100044e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005e3c	0x100f45b8	string	0x10005d10	Log_P2pServer
0x10005e50	0x100f3278	import	0x10005d10	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10005ee7	0x100f4608	string	0x10005d10	Log_P2pServer
0x10005eec	0x100f3240	import	0x10005d10	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10005f43	0x100f4624	string	0x10005d10	SELECT * FROM xl WHERE urlmd5 = '%s'
0x10005fb3	0x100f3154	import	0x10005d10	KERNEL32.dll.CreateFileW
0x10005fe6	0x100f464c	string	0x10005d10	Log_P2pServer
0x10005ffa	0x100f3278	import	0x10005d10	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10006071	0x100f4680	string	0x10005d10	Log_P2pServer
0x10006076	0x100f3240	import	0x10005d10	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10006132	0x100f3140	import	0x10005d10	KERNEL32.dll.CloseHandle
0x10006152	0x100f469c	string	0x10005d10	Log_P2pServer
0x10006165	0x100f3278	import	0x10005d10	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x100061e1	0x100f3240	import	0x10005d10	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10006232	0x100f3140	import	0x10005d10	KERNEL32.dll.CloseHandle
0x10006241	0x100f46ec	string	0x10005d10	http://
0x1000625d	0x100f46f4	string	0x10005d10	ftp://
0x10006328	0x100f4710	string	0x10005d10	INSERT INTO xl(urlmd5, url, length, path, md5, time) VALUES('%s', '%s', %d, '%s', '%s', '%s');
0x100065e6	0x100f3144	import	0x100064f0	KERNEL32.dll.GetLocalTime
0x1000675b	0x100f3138	import	0x100066b0	KERNEL32.dll.SetFilePointer
0x1000677f	0x100f3134	import	0x100066b0	KERNEL32.dll.ReadFile
0x100067ab	0x100f3134	import	0x100066b0	KERNEL32.dll.ReadFile
0x10006815	0x100f312c	import	0x100066b0	KERNEL32.dll.Sleep
0x10006889	0x100f48e8	string	0x100066b0	%02X
0x10006a70	0x100f34a0	string	0x100069e0	p3p.sogou.com
0x10006a75	0x100f32e0	import	0x100069e0	WS2_32.dll.gethostbyname
0x10006ac2	0x100f34b0	string	0x100069e0	Log_P2pServer
0x10006ad6	0x100f3278	import	0x100069e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::InitLog(enum LOG_LEVEL *, wchar_t const *)
0x10006b13	0x100f34cc	string	0x100069e0	gethostbyname : %s\n
0x10006b1c	0x100f34e0	string	0x100069e0	Log_P2pServer
0x10006b21	0x100f3240	import	0x100069e0	SogouExplorer.dll.sym_imp_void __cdecl Common::Log::LogDebugA(wchar_t const *, enum LogType, enum LOG_LEVEL, char const *)
0x10006b74	0x100f32e4	import	0x100069e0	WS2_32.dll.socket
0x10006b91	0x100f32f0	import	0x100069e0	WS2_32.dll.htons
0x10006bd4	0x100f32f8	import	0x100069e0	WS2_32.dll.connect
