reference_vaddr	symbol_addr	symbol_type	caller_function	data
0x4038dd	0x4038ef	string	0x4038d4	ZXË\vD$ blocks=Basic Latin,Latin-1 Supplement
0x403d19	0x403d69	string	0x403d0c	_^[]Ë blocks=Basic Latin,Latin-1 Supplement
0x403d53	0x403d69	string	0x403d0c	_^[]Ë blocks=Basic Latin,Latin-1 Supplement
0x403d7e	0x403dd1	string	0x403d70	_^[Y]Ð blocks=Basic Latin,Latin-1 Supplement
0x403dbb	0x403dd1	string	0x403d70	_^[Y]Ð blocks=Basic Latin,Latin-1 Supplement
0x403e3b	0x415794	string	0x403e38	Runtime error at 00000000
0x403f06	0x415794	string	0x403ed4	Runtime error at 00000000
0x403f40	0x41578c	string	0x403ed4	Error
0x403f45	0x415794	string	0x403ed4	Runtime error at 00000000
0x404069	0x403f64	string	0x404064	SVWU
0x4042c9	0x404315	string	0x4042b0	_^[Y]
0x4042e5	0x40474c	string	0x4042b0	SVWU
0x40430c	0x404315	string	0x4042b0	_^[Y]
0x4043d0	0x4043d7	string	0x4043b8	@@@Y)
0x404407	0x40474c	string	0x4043e0	SVWU
0x404438	0x40443f	string	0x4043e0	X_^[
0x404448	0x40474c	string	0x4043e0	SVWU
0x404571	0x40474c	string	0x404528	SVWU
0x4045e0	0x4045ee	string	0x404528	Z_^[X
0x4048e4	0x404cd8	string	0x404880	SVWQ
0x40490b	0x404cd8	string	0x404880	SVWQ
0x404a11	0x4049f7	string	0x4049f0	f;\bt f;H
0x404b09	0x404b13	string	0x404aa0	YZ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x404b6d	0x404be1	string	0x404b1c	_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x404bbe	0x404be1	string	0x404b1c	_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x404bc2	0x404be1	string	0x404b1c	_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x404bc9	0x404be1	string	0x404b1c	_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x404bd0	0x404be1	string	0x404b1c	_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x404bd6	0x404be1	string	0x404b1c	_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x404c64	0x404ccf	string	0x404c3c	YZ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x404c69	0x404ccf	string	0x404c3c	YZ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x404c6d	0x404ccf	string	0x404c3c	YZ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x404c71	0x404ccf	string	0x404c3c	YZ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x405052	0x405059	string	0x404f5c	X_^[
0x405201	0x40520f	string	0x405144	Z_^[X
0x4052d3	0x4052e8	string	0x405220	_^[Y]
0x405348	0x405363	string	0x405334	_^[Ð blocks=Basic Latin,Latin-1 Supplement
0x4054a7	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x4054b3	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x4054c4	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x4054d0	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x4054e1	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x4054ea	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x4054f9	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x405517	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x40552d	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x40553c	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x40554d	0x40555a	string	0x405450	_^[XÐ blocks=Basic Latin,Latin-1 Supplement
0x4055bc	0x4055f7	string	0x4055a4	_^[YY]Ë\v blocks=Basic Latin,Latin-1 Supplement
0x405638	0x40567b	string	0x405610	Y]Ë\v blocks=Basic Latin,Latin-1 Supplement
0x405698	0x41c4f4	import	0x405680	KERNEL32.DLL.GetACP
0x405758	0x41c574	import	0x405758	KERNEL32.DLL.GetModuleHandleW
0x405760	0x41c570	import	0x405760	KERNEL32.DLL.LocalAlloc
0x405768	0x41c56c	import	0x405768	KERNEL32.DLL.TlsGetValue
0x405770	0x41c568	import	0x405770	KERNEL32.DLL.TlsSetValue
0x405868	0x41c72c	import	0x405868	advapi32.dll.RegOpenKeyW
0x405870	0x41c724	import	0x405870	KERNEL32.DLL.CloseHandle
0x405878	0x41c720	import	0x405878	KERNEL32.DLL.CreateFileW
0x405880	0x41c71c	import	0x405880	KERNEL32.DLL.CreateProcessW
0x405888	0x41c718	import	0x405888	KERNEL32.DLL.ExitProcess
0x405890	0x41c714	import	0x405890	KERNEL32.DLL.FreeLibrary
0x405898	0x41c710	import	0x405898	KERNEL32.DLL.GetFileSize
0x4058a0	0x41c70c	import	0x4058a0	KERNEL32.DLL.GetLastError
0x4058a8	0x41c708	import	0x4058a8	KERNEL32.DLL.GetProcAddress
0x405924	0x41c704	import	0x405924	KERNEL32.DLL.GetTickCount
0x40592c	0x41c700	import	0x40592c	KERNEL32.DLL.GetVersion
0x405934	0x41c6fc	import	0x405934	KERNEL32.DLL.GlobalFree
0x40593c	0x41c6f8	import	0x40593c	KERNEL32.DLL.LoadResource
0x405944	0x41c6f4	import	0x405944	KERNEL32.DLL.LockResource
0x40594c	0x41c6f0	import	0x40594c	KERNEL32.DLL.MultiByteToWideChar
0x405954	0x41c6ec	import	0x405954	KERNEL32.DLL.ReadFile
0x40595c	0x41c6e8	import	0x40595c	KERNEL32.DLL.SetEndOfFile
0x405964	0x41c6e4	import	0x405964	KERNEL32.DLL.SetErrorMode
0x40596c	0x41c6e0	import	0x40596c	KERNEL32.DLL.SetFilePointer
0x405974	0x41c6dc	import	0x405974	KERNEL32.DLL.SizeofResource
0x40597c	0x41c6d8	import	0x40597c	KERNEL32.DLL.Sleep
0x405984	0x41c6d4	import	0x405984	KERNEL32.DLL.WriteFile
0x40598c	0x41c6d0	import	0x40598c	KERNEL32.DLL.lstrcpyW
0x405994	0x41c6c8	import	0x405994	gdi32.dll.BitBlt
0x40599c	0x41c6c4	import	0x40599c	gdi32.dll.CombineRgn
0x4059a4	0x41c6c0	import	0x4059a4	gdi32.dll.CreateBitmap
0x4059ac	0x41c6bc	import	0x4059ac	gdi32.dll.CreateBrushIndirect
0x4059b4	0x41c6b8	import	0x4059b4	gdi32.dll.CreateCompatibleBitmap
0x4059bc	0x41c6b4	import	0x4059bc	gdi32.dll.CreateCompatibleDC
0x4059c4	0x41c6b0	import	0x4059c4	gdi32.dll.CreateDIBSection
0x4059cc	0x41c6ac	import	0x4059cc	gdi32.dll.CreatePatternBrush
0x4059d4	0x41c6a8	import	0x4059d4	gdi32.dll.CreatePen
0x4059dc	0x41c6a4	import	0x4059dc	gdi32.dll.CreateRectRgn
0x4059e4	0x41c6a0	import	0x4059e4	gdi32.dll.CreateSolidBrush
0x4059ec	0x41c69c	import	0x4059ec	gdi32.dll.DeleteDC
0x4059f4	0x41c698	import	0x4059f4	gdi32.dll.DeleteObject
0x4059fc	0x41c694	import	0x4059fc	gdi32.dll.ExtSelectClipRgn
0x405a04	0x41c690	import	0x405a04	gdi32.dll.GetStockObject
0x405a0c	0x41c688	import	0x405a0c	gdi32.dll.GetTextExtentPoint32A
0x405a14	0x41c68c	import	0x405a14	gdi32.dll.GetTextExtentPoint32W
0x405a1c	0x41c684	import	0x405a1c	gdi32.dll.IntersectClipRect
0x405a24	0x41c680	import	0x405a24	gdi32.dll.MoveToEx
0x405a2c	0x41c67c	import	0x405a2c	gdi32.dll.OffsetRgn
0x405a34	0x41c678	import	0x405a34	gdi32.dll.PatBlt
0x405a3c	0x41c674	import	0x405a3c	gdi32.dll.RestoreDC
0x405a44	0x41c670	import	0x405a44	gdi32.dll.RoundRect
0x405a4c	0x41c66c	import	0x405a4c	gdi32.dll.SaveDC
0x405a54	0x41c668	import	0x405a54	gdi32.dll.SelectObject
0x405a5c	0x41c664	import	0x405a5c	gdi32.dll.SetBkColor
0x405a64	0x41c660	import	0x405a64	gdi32.dll.SetBkMode
0x405a6c	0x41c65c	import	0x405a6c	gdi32.dll.SetBrushOrgEx
0x405a74	0x41c658	import	0x405a74	gdi32.dll.SetROP2
0x405a7c	0x41c654	import	0x405a7c	gdi32.dll.SetRectRgn
0x405a84	0x41c650	import	0x405a84	gdi32.dll.SetTextColor
0x405a8c	0x41c64c	import	0x405a8c	gdi32.dll.SetWindowOrgEx
0x405a94	0x41c648	import	0x405a94	gdi32.dll.StretchDIBits
0x405a9c	0x41c640	import	0x405a9c	user32.dll.BeginPaint
0x405aa4	0x41c63c	import	0x405aa4	user32.dll.ClientToScreen
0x405aac	0x41c638	import	0x405aac	user32.dll.CopyImage
0x405ab4	0x41c634	import	0x405ab4	user32.dll.DefWindowProcW
0x405abc	0x41c630	import	0x405abc	user32.dll.DeleteMenu
0x405ac4	0x41c62c	import	0x405ac4	user32.dll.DestroyIcon
0x405acc	0x41c628	import	0x405acc	user32.dll.DestroyWindow
0x405ad4	0x41c624	import	0x405ad4	user32.dll.DrawFocusRect
0x405adc	0x41c620	import	0x405adc	user32.dll.DrawIconEx
0x405ae4	0x41c61c	import	0x405ae4	user32.dll.DrawTextW
0x405aec	0x41c618	import	0x405aec	user32.dll.EnableMenuItem
0x405af4	0x41c614	import	0x405af4	user32.dll.EndPaint
0x405afc	0x41c610	import	0x405afc	user32.dll.FillRect
0x405b04	0x41c60c	import	0x405b04	user32.dll.GetClassInfoW
0x405b0c	0x41c608	import	0x405b0c	user32.dll.GetClientRect
0x405b14	0x41c604	import	0x405b14	user32.dll.GetCursorPos
0x405b1c	0x41c600	import	0x405b1c	user32.dll.GetDC
0x405b24	0x41c5fc	import	0x405b24	user32.dll.GetDCEx
0x405b2c	0x41c5f8	import	0x405b2c	user32.dll.GetFocus
0x405b34	0x41c5f4	import	0x405b34	user32.dll.GetIconInfo
0x405b3c	0x41c5f0	import	0x405b3c	user32.dll.GetKeyState
0x405b44	0x41c5e8	import	0x405b44	user32.dll.GetSysColor
0x405b4c	0x41c5e4	import	0x405b4c	user32.dll.GetSystemMenu
0x405b54	0x41c5e0	import	0x405b54	user32.dll.GetSystemMetrics
0x405b5c	0x41c5dc	import	0x405b5c	user32.dll.GetUpdateRgn
0x405b64	0x41c5ec	import	0x405b64	user32.dll.GetWindow
0x405b6c	0x41c5d8	import	0x405b6c	user32.dll.GetWindowDC
0x405b74	0x41c5d4	import	0x405b74	user32.dll.GetWindowRect
0x405b7c	0x41c5d0	import	0x405b7c	user32.dll.GetWindowRgn
0x405b84	0x41c5cc	import	0x405b84	user32.dll.InvalidateRect
0x405b8c	0x41c5c8	import	0x405b8c	user32.dll.IsWindow
0x405b94	0x41c5c4	import	0x405b94	user32.dll.IsWindowEnabled
0x405b9c	0x41c5c0	import	0x405b9c	user32.dll.IsWindowVisible
0x405ba4	0x41c5bc	import	0x405ba4	user32.dll.KillTimer
0x405bac	0x41c5b8	import	0x405bac	user32.dll.OffsetRect
0x405bb4	0x41c5b4	import	0x405bb4	user32.dll.PostQuitMessage
0x405bbc	0x41c5b0	import	0x405bbc	user32.dll.RegisterClassW
0x405bc4	0x41c5ac	import	0x405bc4	user32.dll.ReleaseDC
0x405bcc	0x41c5a8	import	0x405bcc	user32.dll.ScreenToClient
0x405bd4	0x41c5a4	import	0x405bd4	user32.dll.SendMessageW
0x405bdc	0x41c5a0	import	0x405bdc	user32.dll.SetFocus
0x405be4	0x41c59c	import	0x405be4	user32.dll.SetForegroundWindow
0x405bec	0x41c598	import	0x405bec	user32.dll.SetParent
0x405bf4	0x41c594	import	0x405bf4	user32.dll.SetTimer
0x405bfc	0x41c590	import	0x405bfc	user32.dll.SetWindowPos
0x405c04	0x41c58c	import	0x405c04	user32.dll.ShowWindow
0x405c0c	0x41c588	import	0x405c0c	user32.dll.TranslateMessage
0x405c14	0x41c584	import	0x405c14	user32.dll.ValidateRect
0x405c1c	0x41c580	import	0x405c1c	user32.dll.WaitMessage
0x405c24	0x41c57c	import	0x405c24	user32.dll.CreateWindowExW
0x405d94	0x41c7f0	import	0x405d94	KERNEL32.DLL.CreateDirectoryW
0x405d9c	0x41c7ec	import	0x405d9c	KERNEL32.DLL.CreateEventW
0x405db4	0x41c7e0	import	0x405db4	KERNEL32.DLL.ExpandEnvironmentStringsW
0x405dbc	0x41c7dc	import	0x405dbc	KERNEL32.DLL.FindResourceW
0x405dc4	0x41c7d8	import	0x405dc4	KERNEL32.DLL.FormatMessageW
0x405dd4	0x41c7d0	import	0x405dd4	KERNEL32.DLL.GetFileAttributesW
0x405ddc	0x41c7cc	import	0x405ddc	KERNEL32.DLL.GetModuleFileNameW
0x405dec	0x41c7c4	import	0x405dec	KERNEL32.DLL.GetVersionExW
0x405df4	0x41c7c0	import	0x405df4	KERNEL32.DLL.LoadLibraryW
0x405dfc	0x41c7bc	import	0x405dfc	KERNEL32.DLL.SetFileAttributesW
0x405e04	0x41c7b8	import	0x405e04	KERNEL32.DLL.lstrlenW
0x405e0c	0x41c7b0	import	0x405e0c	gdi32.dll.CreateFontW
0x405e14	0x41c7ac	import	0x405e14	gdi32.dll.CreateFontIndirectW
0x405e1c	0x41c7a8	import	0x405e1c	gdi32.dll.GetObjectW
0x405e24	0x41c7a0	import	0x405e24	user32.dll.CallWindowProcW
0x405e34	0x41c798	import	0x405e34	user32.dll.DispatchMessageW
0x405e4c	0x41c78c	import	0x405e4c	user32.dll.GetClassLongW
0x405e54	0x41c788	import	0x405e54	user32.dll.GetWindowLongW
0x405e5c	0x41c784	import	0x405e5c	user32.dll.IsDialogMessageW
0x405e64	0x41c780	import	0x405e64	user32.dll.LoadBitmapW
0x405e6c	0x41c77c	import	0x405e6c	user32.dll.LoadCursorW
0x405e74	0x41c778	import	0x405e74	user32.dll.LoadIconW
0x405e7c	0x41c774	import	0x405e7c	user32.dll.LoadImageW
0x405e84	0x41c770	import	0x405e84	user32.dll.MessageBoxW
0x405e8c	0x41c76c	import	0x405e8c	user32.dll.PeekMessageW
0x405e94	0x41c768	import	0x405e94	user32.dll.PostMessageW
0x405ea4	0x41c760	import	0x405ea4	user32.dll.SetWindowLongW
0x405eac	0x41c758	import	0x405eac	comctl32.dll.InitCommonControls
0x405eca	0x405f08	string	0x405eb4	comctl32
0x405ed9	0x405f1c	string	0x405eb4	InitCommonControlsEx
0x405eef	0x405eff	string	0x405eb4	YZ_^[
0x406139	0x4061f8	string	0x406130	uxtheme
0x40614e	0x406208	string	0x406130	OpenThemeData
0x406160	0x406224	string	0x406130	DrawThemeBackground
0x406172	0x40624c	string	0x406130	IsThemeBackgroundPartiallyTransparent
0x406184	0x406298	string	0x406130	DrawThemeParentBackground
0x406196	0x4062cc	string	0x406130	DrawThemeText
0x4061a8	0x4062e8	string	0x406130	CloseThemeData
0x4061ba	0x406308	string	0x406130	IsThemeActive
0x4061cc	0x406324	string	0x406130	IsAppThemed
0x4061de	0x40633c	string	0x406130	GetThemeColor
0x4063cd	0x406424	string	0x4063ac	.manifest
0x406462	0x406482	string	0x406454	ÐSVWU blocks=Latin-1 Supplement,Basic Latin
0x40646b	0x406482	string	0x406454	ÐSVWU blocks=Latin-1 Supplement,Basic Latin
0x406583	0x4065a7	string	0x406454	h0f@
0x406585	0x406570	string	0x406454	SVWU
0x406590	0x4065a7	string	0x406454	h0f@
0x4067f4	0x4068fc	string	0x406660	button
0x406c20	0x406d90	string	0x40690c	button
0x406f18	0x407018	string	0x406da0	button
0x407195	0x407294	string	0x407028	button
0x407630	0x4078b4	string	0x4072a4	button
0x407b4c	0x408438	string	0x4072a4	SVWUQ3\t
0x407b9b	0x408438	string	0x4072a4	SVWUQ3\t
0x407c8d	0x407cda	string	0x407c80	YZ[Ë blocks=Basic Latin,Latin-1 Supplement
0x407c9e	0x407cda	string	0x407c80	YZ[Ë blocks=Basic Latin,Latin-1 Supplement
0x407ced	0x407d18	string	0x407ce0	YZ[À= blocks=Basic Latin,Latin-1 Supplement
0x407d71	0x406570	string	0x407d60	SVWU
0x407d9d	0x407e02	string	0x407d90	YZ[Ë blocks=Basic Latin,Latin-1 Supplement
0x407e8e	0x407ea6	string	0x407e08	^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x407e96	0x407ea6	string	0x407e08	^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x407f1e	0x40837c	string	0x407eac	obj_BUTTON
0x407f69	0x40837c	string	0x407eac	obj_BUTTON
0x407fb4	0x40837c	string	0x407eac	obj_BUTTON
0x407fff	0x40837c	string	0x407eac	obj_BUTTON
0x40803f	0x40837c	string	0x407eac	obj_BUTTON
0x408076	0x408398	string	0x407eac	obj_STATIC
0x4080fa	0x40837c	string	0x407eac	obj_BUTTON
0x40814a	0x40837c	string	0x407eac	obj_BUTTON
0x40819a	0x40837c	string	0x407eac	obj_BUTTON
0x4081ea	0x40837c	string	0x407eac	obj_BUTTON
0x40822f	0x40837c	string	0x407eac	obj_BUTTON
0x40826b	0x408398	string	0x407eac	obj_STATIC
0x4082bc	0x406570	string	0x407eac	SVWU
0x4086b5	0x4086e7	string	0x40868c	_^[Ð blocks=Basic Latin,Latin-1 Supplement
0x4087e9	0x4087fe	string	0x40877c	^[Y]ÐS blocks=Basic Latin,Latin-1 Supplement
0x4088a8	0x4088b3	string	0x408858	]_^[
0x4088c7	0x408858	string	0x4088b8	SVWU
0x4088e7	0x408858	string	0x4088d8	SVWU
0x408cab	0x408cd2	string	0x408c90	_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x408cbb	0x408cd2	string	0x408c90	_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x408ccd	0x404c3c	string	0x408c90	SVWU
0x408d1c	0x408d37	string	0x408cf0	]_^[
0x408f48	0x408f4c	string	0x408f10	_^[ñ blocks=Basic Latin,Latin-1 Supplement
0x409020	0x40902b	string	0x408fcc	_^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
0x40914f	0x40be18	string	0x409138	SVWQR
0x409287	0x4092e0	string	0x40927c	STATIC
0x409407	0x4094a0	string	0x4093fc	BUTTON
0x4094bb	0x40953c	string	0x4094b0	STATIC
0x409abc	0x40c5f0	string	0x409a8c	;P4t'
0x409acc	0x40c620	string	0x409a8c	;P8t'
0x409adc	0x40c620	string	0x409a8c	;P8t'
0x409aec	0x40c5f0	string	0x409a8c	;P4t'
0x409afe	0x40c5f0	string	0x409a8c	;P4t'
0x409b0e	0x40c620	string	0x409a8c	;P8t'
0x409b1e	0x40c620	string	0x409a8c	;P8t'
0x409b2e	0x40c5f0	string	0x409a8c	;P4t'
0x409b46	0x40c5f0	string	0x409a8c	;P4t'
0x409b5c	0x40c620	string	0x409a8c	;P8t'
0x409b80	0x40c650	string	0x409b6c	;PAt
0x40a405	0x40a2d8	string	0x40a3f0	SVWU
0x40a4ef	0x409dd8	string	0x40a4e0	SVWU
0x40a5b8	0x41c754	import	0x40a5b8	comctl32.dll.ImageList_Create
0x40a5c0	0x41c750	import	0x40a5c0	comctl32.dll.ImageList_Destroy
0x40a5c8	0x41c74c	import	0x40a5c8	comctl32.dll.ImageList_SetBkColor
0x40a5d0	0x41c748	import	0x40a5d0	comctl32.dll.ImageList_Draw
0x40a5d8	0x41c744	import	0x40a5d8	comctl32.dll.ImageList_AddMasked
0x40a5e0	0x41c740	import	0x40a5e0	comctl32.dll.ImageList_GetIconSize
0x40a633	0x40a6bc	string	0x40a624	SVWU
0x40a66b	0x40a688	string	0x40a658	_^[Y]
0x40a6c8	0x40a719	string	0x40a6bc	]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x40a6d1	0x40a719	string	0x40a6bc	]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x40a6d8	0x40a719	string	0x40a6bc	]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x40a72f	0x40a73f	string	0x40a720	_^[Ð blocks=Basic Latin,Latin-1 Supplement
0x40a7c1	0x40a7b2	string	0x40a768	;s*u
0x40a8d5	0x40a8e6	string	0x40a8a4	^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x40a961	0x40aa58	string	0x40a8ec	Can not create DIB section, error:
0x40a983	0x404528	string	0x40a8ec	SVWRP
0x40ab10	0x40ab1a	string	0x40aae0	_^[Ë\v blocks=Basic Latin,Latin-1 Supplement
0x40abc9	0x40abcf	string	0x40ab98	_^[Y]
0x40aca8	0x409dd8	string	0x40ac10	SVWU
0x40accc	0x409dd8	string	0x40ac10	SVWU
0x40acf9	0x40ad1a	string	0x40acf0	^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x40ad04	0x40ad1a	string	0x40acf0	^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x40adaf	0x40addc	string	0x40ada8	comctl32.dll
0x40adbf	0x40adf8	string	0x40ada8	_TrackMouseEvent
0x40ae65	0x40aea1	string	0x40ada8	:\$\b
0x40b363	0x40c5f0	string	0x40b354	;P4t'
0x40b416	0x40b420	string	0x40b40c	1ҋM\f blocks=Basic Latin,Cyrillic
0x40b483	0x40b488	string	0x40b480	;P t
0x40b95b	0x40b9a3	string	0x40b950	_^[ÐU blocks=Basic Latin,Latin-1 Supplement
0x40b963	0x40b9a3	string	0x40b950	_^[ÐU blocks=Basic Latin,Latin-1 Supplement
0x40ba20	0x40ba74	string	0x40ba18	[Ë\vJ blocks=Basic Latin,Latin-1 Supplement
0x40ba61	0x40ba74	string	0x40ba18	[Ë\vJ blocks=Basic Latin,Latin-1 Supplement
0x40bd8e	0x40bd96	string	0x40bd04	1ɉKH9KLr blocks=Basic Latin,Latin Extended-B
0x40bec9	0x40be18	string	0x40bec0	SVWQR
0x40bf15	0x40be18	string	0x40bec0	SVWQR
0x40c060	0x4157e4	string	0x40c05c	msctls_progress32
0x40c270	0x40c360	string	0x40c158	^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
0x40c2ba	0x40c2d6	string	0x40c158	1\tC(j
0x40c2cc	0x40c2d6	string	0x40c158	1\tC(j
0x40c44c	0x40c5eb	string	0x40c417	X_^[
0x40c551	0x40c561	string	0x40c417	Xulj
0x40c5d8	0x40c5eb	string	0x40c417	X_^[
0x40c5de	0x40c5eb	string	0x40c417	X_^[
0x40c8c6	0x40c8b4	string	0x40c884	MAINICON
0x40cab8	0x40caea	string	0x40ca88	[ËHN blocks=Basic Latin,Latin-1 Supplement
0x40cea7	0x40c5f0	string	0x40ce84	;P4t'
0x40cf62	0x409dd8	string	0x40cf34	SVWU
0x40cfb1	0x40a6bc	string	0x40cfb0	SVWU
0x40d0a3	0x40be18	string	0x40d084	SVWQR
0x40d18b	0x40d199	string	0x40d170	1ɇK= blocks=Basic Latin,Latin Extended-B
0x40d191	0x40d199	string	0x40d170	1ɇK= blocks=Basic Latin,Latin Extended-B
0x40d19e	0x40d1a6	string	0x40d170	1\tC(
0x40d236	0x4084b0	string	0x40d1e8	YXZQRPR
0x40d330	0x40d298	string	0x40d2ac	1ɇH8 blocks=Basic Latin,Latin Extended-B
0x40d390	0x40d0f0	string	0x40d34c	WQRP
0x40d4a2	0x40d4d5	string	0x40d478	USVWh
0x40d69b	0x40d4d5	string	0x40d4d5	USVWh
0x40d717	0x40d6f0	string	0x40d4d5	Ox1RS1
0x40d87a	0x40d930	string	0x40d84c	SOFTWARE\Microsoft\Windows\CurrentVersion\Run
0x40d8be	0x404b1c	string	0x40d84c	SVRP
0x40dd95	0x40474c	string	0x40dbec	SVWU
0x40dda2	0x40474c	string	0x40dbec	SVWU
0x40dfca	0x40dfea	string	0x40df9c	_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x40e20e	0x40e23f	string	0x40e1fc	]_^[Ë blocks=Basic Latin,Latin-1 Supplement
0x40e2bf	0x40e2e1	string	0x40e2b8	_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x40e9db	0x40e8e0	string	0x40e954	SVWU
0x40eb68	0x40eb7b	string	0x40e954	3\tD$\b
0x40ebfe	0x40ec05	string	0x40e954	f)t$
0x40f5a7	0x40efe4	string	0x40f564	SVWU
0x40f5b5	0x40f1e4	string	0x40f564	SVWU
0x40f701	0x40f725	string	0x40f6b0	Z]_^[ÐU blocks=Basic Latin,Latin-1 Supplement
0x40f721	0x40f725	string	0x40f6b0	Z]_^[ÐU blocks=Basic Latin,Latin-1 Supplement
